feature,city,lasso_coef,ridge_coef
host_acceptance_rate,Copenhagen,35.161208033960584,39.236161388455756
host_is_superhost,Copenhagen,20.235066293025515,25.474345538837174
host_listings_count,Copenhagen,110.53444598743278,94.0320593521497
host_total_listings_count,Copenhagen,0.0,17.428249816876477
host_identity_verified,Copenhagen,3.9206136913145064,12.489283624219315
accommodates,Copenhagen,96.16642568281416,111.55497895696938
bathrooms,Copenhagen,72.81013646926738,37.146908335710584
bedrooms,Copenhagen,143.8465403394942,136.72175028547377
beds,Copenhagen,0.0,1.1283157116927676
minimum_nights,Copenhagen,-0.0,-11.157346469144976
maximum_nights,Copenhagen,-16.60126362828955,-45.0104873794928
minimum_minimum_nights,Copenhagen,-0.0,2.076407772800815
maximum_minimum_nights,Copenhagen,-6.687178474813941,-24.034576790510183
minimum_maximum_nights,Copenhagen,179.44330369215535,229.58170230081885
maximum_maximum_nights,Copenhagen,-149.09787566341632,-197.2255080694505
minimum_nights_avg_ntm,Copenhagen,-0.0,9.207843257998176
maximum_nights_avg_ntm,Copenhagen,0.0,17.266569052756292
has_availability,Copenhagen,0.0,0.0
availability_30,Copenhagen,0.0,-11.647590551282693
availability_60,Copenhagen,69.29365589215034,89.58109095701967
availability_90,Copenhagen,91.07214952376333,89.69065662089736
availability_365,Copenhagen,5.960948791887034,14.043270170248299
number_of_reviews,Copenhagen,-0.0,3.912694008497425
number_of_reviews_ltm,Copenhagen,-0.0,2.8709248925829267
number_of_reviews_l30d,Copenhagen,-0.0,-12.654315600518457
availability_eoy,Copenhagen,6.195865703267411,16.95831224508007
number_of_reviews_ly,Copenhagen,-11.883975888901025,-45.42755597878919
estimated_occupancy_l365d,Copenhagen,-498.01275592148386,-408.5109081736338
estimated_revenue_l365d,Copenhagen,707.9358563911873,631.5163210930739
review_scores_rating,Copenhagen,0.0,-4.274267469964155
review_scores_accuracy,Copenhagen,4.372309412194883,18.248250118311304
review_scores_cleanliness,Copenhagen,38.59052947442128,45.37815493236695
review_scores_checkin,Copenhagen,0.0,14.739161947766041
review_scores_communication,Copenhagen,-0.0,-14.999419164579523
review_scores_location,Copenhagen,-0.0,-15.130592822486648
