,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_listings_count,host_total_listings_count,host_identity_verified,neighbourhood_cleansed,latitude,longitude,property_type,room_type,accommodates,bathrooms,bathrooms_text,bedrooms,beds,price_local,minimum_nights,maximum_nights,minimum_minimum_nights,maximum_minimum_nights,minimum_maximum_nights,maximum_maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,has_availability,availability_30,availability_60,availability_90,availability_365,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,availability_eoy,number_of_reviews_ly,estimated_occupancy_l365d,estimated_revenue_l365d,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,instant_bookable,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,distance_to_center_km,city,property_type_grouped,property_privacy_level,property_category
23739,within an hour,100%,83%,f,1.0,1.0,t,Vestre Aker,59.94468,10.69912,Entire Luxury,Entire home/apt,8.0,1.5,1.5 baths,4.0,4.0,2515.0,2,1125.0,2.0,2.0,1125.0,1125.0,2.0,1125.0,t,12.0,39.0,69.0,343.0,11.0,8.0,0.0,73,0.0,48.0,120720.0,4.82,4.64,4.73,4.82,4.91,4.91,4.64,f,1.0,1.0,0.0,0.0,4.52,Oslo,Entire Luxury,Entire,Luxury
23740,within an hour,100%,100%,f,1.0,1.0,t,Gamle Oslo,59.9069843,10.7808931,Entire Standard,Entire home/apt,3.0,1.0,1 bath,1.0,2.0,913.0,3,100.0,3.0,3.0,100.0,100.0,3.0,100.0,t,29.0,56.0,75.0,75.0,51.0,10.0,3.0,75,0.0,60.0,54780.0,4.92,4.96,4.92,4.98,5.0,4.84,4.86,f,1.0,1.0,0.0,0.0,1.77,Oslo,Entire Standard,Entire,Standard
23745,within a few hours,100%,100%,f,1.0,1.0,t,Sentrum,59.91079,10.74763,Entire Standard,Entire home/apt,4.0,2.0,2 baths,2.0,2.0,1719.0,2,500.0,2.0,3.0,500.0,500.0,2.0,500.0,t,25.0,51.0,81.0,259.0,60.0,6.0,0.0,85,6.0,36.0,61884.0,4.57,4.7,4.63,4.72,4.8,4.88,4.6,f,1.0,1.0,0.0,0.0,0.43,Oslo,Entire Standard,Entire,Standard
23747,within an hour,100%,100%,t,1.0,1.0,t,Vestre Aker,59.93883,10.69017,Entire Standard,Entire home/apt,2.0,1.0,1 bath,1.0,2.0,792.0,3,365.0,1.0,3.0,1125.0,1125.0,3.0,1125.0,t,6.0,25.0,53.0,221.0,9.0,7.0,1.0,53,0.0,42.0,33264.0,4.89,5.0,4.89,5.0,5.0,4.67,4.56,f,1.0,1.0,0.0,0.0,4.43,Oslo,Entire Standard,Entire,Standard
23748,within a few hours,83%,35%,f,1.0,8.0,t,Nordre Aker,59.94288,10.73193,Hotel,Private room,1.0,1.0,1 shared bath,3.0,3.0,672.0,2,1125.0,2.0,2.0,1125.0,1125.0,2.0,1125.0,t,27.0,55.0,85.0,360.0,5.0,2.0,0.0,89,0.0,12.0,8064.0,5.0,5.0,4.4,5.0,5.0,5.0,4.8,f,1.0,0.0,1.0,0.0,3.41,Oslo,Hotel,Hotel,Hotel
23752,within an hour,100%,100%,t,1.0,1.0,t,Gamle Oslo,59.907124,10.760306,Entire Standard,Entire home/apt,2.0,1.0,1 bath,1.0,1.0,1691.0,2,365.0,3.0,3.0,1125.0,1125.0,3.0,1125.0,t,26.0,56.0,86.0,185.0,124.0,19.0,3.0,90,0.0,114.0,192774.0,4.92,4.94,4.94,4.95,4.97,4.91,4.81,f,1.0,1.0,0.0,0.0,0.88,Oslo,Entire Standard,Entire,Standard
23757,within an hour,100%,7%,f,1.0,1.0,t,Gamle Oslo,59.91744,10.78827,Entire Standard,Entire home/apt,2.0,1.0,1 bath,1.0,2.0,768.0,1,60.0,1.0,1.0,60.0,60.0,1.0,60.0,t,29.0,37.0,62.0,120.0,4.0,1.0,0.0,66,3.0,6.0,4608.0,5.0,4.75,5.0,4.75,5.0,5.0,4.75,f,1.0,1.0,0.0,0.0,2.05,Oslo,Entire Standard,Entire,Standard
23758,within an hour,100%,100%,t,1.0,1.0,t,Gamle Oslo,59.90153,10.75412,Hotel,Private room,2.0,1.0,1 shared bath,1.0,1.0,733.0,3,180.0,1.0,5.0,1125.0,1125.0,4.1,1125.0,t,0.0,14.0,27.0,289.0,275.0,94.0,8.0,27,102.0,255.0,186915.0,4.99,4.98,4.99,4.99,4.99,4.96,4.96,t,1.0,0.0,1.0,0.0,1.38,Oslo,Hotel,Hotel,Hotel
23760,within an hour,100%,99%,f,88.0,91.0,t,Grünerløkka,59.92397689819336,10.76103687286377,Entire Standard,Entire home/apt,1.0,1.0,1 bath,0.0,1.0,967.0,3,364.0,3.0,3.0,1125.0,1125.0,3.0,1125.0,t,20.0,50.0,80.0,354.0,132.0,20.0,0.0,84,29.0,120.0,116040.0,4.53,4.7,4.59,4.8,4.56,4.91,4.55,f,88.0,88.0,0.0,0.0,1.22,Oslo,Entire Standard,Entire,Standard
23765,within an hour,100%,63%,t,3.0,3.0,t,Vestre Aker,59.94546890258789,10.644243240356444,Entire Standard,Entire home/apt,2.0,1.0,1 bath,1.0,1.0,601.0,3,180.0,3.0,3.0,180.0,180.0,3.0,180.0,t,23.0,52.0,82.0,357.0,67.0,16.0,2.0,86,16.0,96.0,57696.0,4.85,4.88,4.96,4.87,4.96,4.9,4.81,f,2.0,2.0,0.0,0.0,6.96,Oslo,Entire Standard,Entire,Standard
23768,within a few hours,90%,47%,f,5.0,10.0,t,St. Hanshaugen,59.92438,10.74552,Hotel,Private room,1.0,1.0,1 shared bath,1.0,1.0,500.0,2,730.0,2.0,2.0,730.0,730.0,2.0,730.0,t,11.0,32.0,62.0,337.0,22.0,3.0,1.0,66,0.0,18.0,9000.0,4.91,4.82,4.68,4.95,5.0,4.82,4.82,f,2.0,1.0,1.0,0.0,1.22,Oslo,Hotel,Hotel,Hotel
23769,within an hour,100%,100%,f,1.0,1.0,t,Sagene,59.92978,10.75025,Hotel,Private room,1.0,1.0,1 shared bath,0.0,1.0,790.0,2,30.0,2.0,2.0,30.0,30.0,2.0,30.0,t,29.0,59.0,89.0,364.0,13.0,2.0,0.0,93,0.0,12.0,9480.0,4.85,4.77,4.85,4.85,4.85,4.92,4.85,f,1.0,0.0,1.0,0.0,1.77,Oslo,Hotel,Hotel,Hotel
23770,within an hour,100%,100%,t,1.0,1.0,t,Grünerløkka,59.91812,10.75467,Entire Standard,Entire home/apt,4.0,1.0,1 bath,2.0,2.0,1230.0,7,1125.0,7.0,7.0,1125.0,1125.0,7.0,1125.0,t,8.0,38.0,63.0,329.0,57.0,10.0,2.0,65,2.0,140.0,172200.0,4.96,4.96,4.81,4.98,5.0,4.86,4.89,t,1.0,1.0,0.0,0.0,0.49,Oslo,Entire Standard,Entire,Standard
23772,within a day,100%,71%,f,1.0,2.0,t,Frogner,59.92619,10.71766,Entire Standard,Entire home/apt,2.0,1.0,1 bath,1.0,1.0,990.0,7,1125.0,7.0,7.0,1125.0,1125.0,7.0,1125.0,t,27.0,57.0,87.0,87.0,47.0,10.0,0.0,87,14.0,140.0,138600.0,4.68,4.81,4.57,4.85,4.87,4.98,4.72,f,1.0,1.0,0.0,0.0,2.36,Oslo,Entire Standard,Entire,Standard
23773,within a few hours,100%,67%,f,1.0,1.0,t,Nordstrand,59.85545,10.79515,Entire Standard,Entire home/apt,4.0,1.0,1 bath,3.0,3.0,810.0,2,14.0,2.0,2.0,14.0,14.0,2.0,14.0,t,0.0,0.0,0.0,100.0,55.0,6.0,0.0,0,6.0,36.0,29160.0,4.98,4.98,4.98,5.0,5.0,4.93,4.93,f,1.0,1.0,0.0,0.0,6.93,Oslo,Entire Standard,Entire,Standard
23774,within an hour,100%,81%,t,3.0,3.0,t,Frogner,59.91704,10.71293,Hotel,Private room,2.0,1.0,1 shared bath,1.0,1.0,875.0,1,1125.0,1.0,1.0,1125.0,1125.0,1.0,1125.0,t,23.0,53.0,83.0,263.0,71.0,17.0,2.0,87,13.0,102.0,89250.0,4.99,4.99,4.96,4.94,4.97,4.97,4.96,f,2.0,1.0,1.0,0.0,2.22,Oslo,Hotel,Hotel,Hotel
23777,within a day,100%,44%,f,1.0,1.0,f,Frogner,59.92513,10.72228,Entire Standard,Entire home/apt,2.0,0.5,Half-bath,0.0,1.0,838.0,2,30.0,2.0,2.0,30.0,30.0,2.0,30.0,t,1.0,28.0,58.0,62.0,13.0,3.0,3.0,62,0.0,18.0,15084.0,4.62,4.77,4.62,4.62,4.77,4.85,4.77,f,1.0,1.0,0.0,0.0,2.08,Oslo,Entire Standard,Entire,Standard
23781,within an hour,100%,99%,f,88.0,91.0,t,Grünerløkka,59.92397689819336,10.76103687286377,Entire Standard,Entire home/apt,2.0,1.0,1 bath,1.0,2.0,1134.0,3,364.0,3.0,3.0,1125.0,1125.0,3.0,1125.0,t,9.0,39.0,69.0,343.0,180.0,29.0,2.0,73,37.0,174.0,197316.0,4.49,4.67,4.63,4.8,4.5,4.88,4.58,f,88.0,88.0,0.0,0.0,1.22,Oslo,Entire Standard,Entire,Standard
23782,within an hour,100%,100%,f,2.0,9.0,t,Grünerløkka,59.9157,10.76013,Entire Standard,Entire home/apt,3.0,1.0,1 bath,1.0,3.0,1105.0,3,90.0,1.0,3.0,1125.0,1125.0,3.0,1125.0,t,9.0,36.0,66.0,70.0,22.0,5.0,0.0,70,5.0,30.0,33150.0,4.86,4.91,4.64,4.91,5.0,4.95,4.82,f,2.0,2.0,0.0,0.0,0.49,Oslo,Entire Standard,Entire,Standard
23784,within a few hours,100%,40%,f,1.0,1.0,t,Gamle Oslo,59.90428,10.79649,Entire Standard,Entire home/apt,4.0,1.0,1 bath,2.0,3.0,1400.0,4,365.0,4.0,4.0,365.0,365.0,4.0,365.0,t,0.0,0.0,8.0,283.0,13.0,4.0,0.0,12,3.0,32.0,44800.0,4.92,4.92,4.62,5.0,5.0,4.77,4.92,f,1.0,1.0,0.0,0.0,2.69,Oslo,Entire Standard,Entire,Standard
23787,within a day,75%,50%,f,1.0,1.0,f,Gamle Oslo,59.91531,10.80985,Entire Standard,Entire home/apt,4.0,1.0,1 bath,2.0,2.0,900.0,5,30.0,5.0,5.0,30.0,30.0,5.0,30.0,t,23.0,53.0,83.0,173.0,3.0,2.0,0.0,87,2.0,20.0,18000.0,5.0,5.0,4.33,5.0,4.67,4.67,4.33,f,1.0,1.0,0.0,0.0,3.22,Oslo,Entire Standard,Entire,Standard
23788,within an hour,100%,97%,t,2.0,3.0,t,St. Hanshaugen,59.93216,10.72905,Entire Standard,Entire home/apt,2.0,1.0,1 bath,0.0,2.0,732.0,3,1125.0,3.0,3.0,1125.0,1125.0,3.0,1125.0,t,0.0,0.0,13.0,288.0,64.0,17.0,0.0,17,12.0,102.0,74664.0,4.81,4.92,4.77,4.91,4.92,4.83,4.56,f,2.0,2.0,0.0,0.0,2.41,Oslo,Entire Standard,Entire,Standard
23789,within an hour,100%,99%,f,88.0,91.0,t,Grünerløkka,59.92397689819336,10.76103687286377,Entire Standard,Entire home/apt,4.0,1.0,1 bath,2.0,4.0,1572.0,3,364.0,3.0,3.0,1125.0,1125.0,3.0,1125.0,t,0.0,0.0,0.0,61.0,42.0,0.0,0.0,0,0.0,0.0,0.0,4.71,4.81,4.74,4.79,4.67,4.9,4.76,f,88.0,88.0,0.0,0.0,1.22,Oslo,Entire Standard,Entire,Standard
23790,within an hour,100%,99%,f,88.0,91.0,t,Grünerløkka,59.92397689819336,10.76103687286377,Entire Standard,Entire home/apt,3.0,1.0,1 bath,2.0,3.0,1451.0,3,364.0,3.0,3.0,1125.0,1125.0,3.0,1125.0,t,14.0,41.0,71.0,341.0,135.0,36.0,2.0,75,34.0,216.0,313416.0,4.5,4.6,4.75,4.71,4.53,4.86,4.62,f,88.0,88.0,0.0,0.0,1.22,Oslo,Entire Standard,Entire,Standard
23791,within an hour,100%,100%,t,1.0,1.0,t,Vestre Aker,59.95947,10.65692,Hotel,Private room,1.0,1.0,1 shared bath,1.0,2.0,670.0,3,1125.0,3.0,3.0,1125.0,1125.0,3.0,1125.0,t,26.0,56.0,80.0,252.0,76.0,26.0,4.0,80,12.0,156.0,104520.0,4.92,4.88,4.89,4.93,4.99,4.84,4.87,f,1.0,0.0,1.0,0.0,7.34,Oslo,Hotel,Hotel,Hotel
23792,within a day,75%,70%,f,1.0,1.0,t,Sentrum,59.91048,10.74554,Entire Standard,Entire home/apt,4.0,1.0,1 bath,0.0,2.0,1629.0,2,999.0,2.0,3.0,999.0,999.0,2.0,999.0,t,20.0,50.0,80.0,256.0,151.0,13.0,1.0,82,23.0,78.0,127062.0,4.72,4.83,4.65,4.67,4.8,4.95,4.62,f,1.0,1.0,0.0,0.0,0.53,Oslo,Entire Standard,Entire,Standard
23793,within a few hours,100%,68%,f,1.0,7.0,t,Grünerløkka,59.92399,10.76517,Hotel,Private room,2.0,1.0,1 shared bath,1.0,1.0,463.0,1,60.0,1.0,1.0,60.0,60.0,1.0,60.0,t,7.0,11.0,11.0,11.0,60.0,34.0,2.0,11,2.0,204.0,94452.0,4.87,4.86,4.58,4.88,4.88,4.93,4.86,f,1.0,0.0,1.0,0.0,1.33,Oslo,Hotel,Hotel,Hotel
23794,within an hour,100%,99%,f,88.0,91.0,t,Grünerløkka,59.92397689819336,10.76103687286377,Entire Standard,Entire home/apt,1.0,1.0,1 bath,0.0,1.0,967.0,3,364.0,3.0,3.0,1125.0,1125.0,3.0,1125.0,t,12.0,38.0,68.0,341.0,181.0,36.0,2.0,72,39.0,216.0,208872.0,4.48,4.76,4.72,4.8,4.52,4.91,4.51,f,88.0,88.0,0.0,0.0,1.22,Oslo,Entire Standard,Entire,Standard
23795,within an hour,100%,99%,f,88.0,91.0,t,Grünerløkka,59.92397689819336,10.76103687286377,Entire Standard,Entire home/apt,2.0,1.0,1 bath,1.0,2.0,1134.0,3,1125.0,3.0,3.0,1125.0,1125.0,3.0,1125.0,t,17.0,47.0,77.0,351.0,157.0,35.0,2.0,81,35.0,210.0,238140.0,4.64,4.82,4.76,4.82,4.66,4.85,4.65,f,88.0,88.0,0.0,0.0,1.22,Oslo,Entire Standard,Entire,Standard
23796,within an hour,100%,99%,f,88.0,91.0,t,Grünerløkka,59.92397689819336,10.76103687286377,Entire Standard,Entire home/apt,3.0,1.0,1 bath,2.0,3.0,1451.0,3,364.0,3.0,3.0,1125.0,1125.0,3.0,1125.0,t,12.0,25.0,47.0,298.0,192.0,39.0,2.0,49,47.0,234.0,339534.0,4.64,4.74,4.73,4.91,4.57,4.88,4.57,f,88.0,88.0,0.0,0.0,1.22,Oslo,Entire Standard,Entire,Standard
23797,within an hour,100%,99%,f,88.0,91.0,t,Grünerløkka,59.92397689819336,10.76103687286377,Entire Standard,Entire home/apt,2.0,1.0,1 bath,1.0,2.0,1134.0,3,364.0,3.0,3.0,1125.0,1125.0,3.0,1125.0,t,29.0,59.0,89.0,363.0,107.0,21.0,1.0,93,25.0,126.0,142884.0,4.45,4.71,4.57,4.79,4.5,4.9,4.5,f,88.0,88.0,0.0,0.0,1.22,Oslo,Entire Standard,Entire,Standard
23798,within an hour,100%,99%,f,88.0,91.0,t,Grünerløkka,59.92398,10.76104,Entire Standard,Entire home/apt,1.0,1.0,1 bath,0.0,0.0,967.0,3,364.0,3.0,3.0,1125.0,1125.0,3.0,1125.0,t,25.0,47.0,77.0,351.0,151.0,19.0,1.0,81,30.0,114.0,110238.0,4.41,4.65,4.58,4.8,4.59,4.8,4.47,f,88.0,88.0,0.0,0.0,1.22,Oslo,Entire Standard,Entire,Standard
23799,within an hour,100%,99%,f,88.0,91.0,t,Grünerløkka,59.92397689819336,10.76103687286377,Entire Standard,Entire home/apt,3.0,1.0,1 bath,2.0,3.0,1451.0,3,364.0,3.0,3.0,1125.0,1125.0,3.0,1125.0,t,12.0,39.0,56.0,322.0,121.0,39.0,1.0,56,45.0,234.0,339534.0,4.56,4.69,4.74,4.87,4.55,4.88,4.55,f,88.0,88.0,0.0,0.0,1.22,Oslo,Entire Standard,Entire,Standard
23801,within a day,75%,30%,f,2.0,2.0,t,St. Hanshaugen,59.92214,10.74771,Hotel,Private room,1.0,1.0,1 shared bath,1.0,1.0,841.0,5,40.0,5.0,5.0,40.0,40.0,5.0,40.0,t,29.0,59.0,89.0,89.0,9.0,1.0,0.0,89,0.0,10.0,8410.0,5.0,5.0,5.0,5.0,5.0,4.89,5.0,f,2.0,0.0,2.0,0.0,0.95,Oslo,Hotel,Hotel,Hotel
23802,within an hour,100%,67%,f,1.0,1.0,t,Vestre Aker,59.96647,10.64637,Entire Standard,Entire home/apt,2.0,1.0,1 bath,1.0,1.0,1436.0,5,730.0,5.0,5.0,730.0,730.0,5.0,730.0,t,0.0,18.0,48.0,311.0,24.0,2.0,0.0,52,5.0,20.0,28720.0,5.0,5.0,4.83,5.0,5.0,4.92,4.92,f,1.0,1.0,0.0,0.0,8.3,Oslo,Entire Standard,Entire,Standard
23805,a few days or more,33%,15%,f,1.0,2.0,f,Sagene,59.94173640297743,10.771554305247392,Entire Standard,Entire home/apt,2.0,1.0,1 bath,0.0,2.0,893.0,3,60.0,3.0,3.0,60.0,60.0,3.0,60.0,t,27.0,47.0,77.0,167.0,11.0,6.0,0.0,81,6.0,36.0,32148.0,4.91,4.91,4.91,4.91,4.91,4.82,4.91,f,1.0,1.0,0.0,0.0,3.28,Oslo,Entire Standard,Entire,Standard
23808,a few days or more,17%,0%,f,1.0,5.0,t,Grünerløkka,59.92387,10.75676,Entire Luxury,Entire home/apt,3.0,1.0,1 bath,2.0,2.0,1924.0,2,365.0,2.0,2.0,365.0,365.0,2.0,365.0,t,29.0,59.0,89.0,364.0,6.0,0.0,0.0,93,0.0,0.0,0.0,4.67,4.67,4.5,5.0,5.0,4.83,4.5,f,1.0,1.0,0.0,0.0,1.14,Oslo,Entire Luxury,Entire,Luxury
23811,within an hour,100%,99%,f,88.0,91.0,t,Grünerløkka,59.92397689819336,10.76103687286377,Entire Standard,Entire home/apt,3.0,1.0,1 bath,2.0,3.0,1247.0,3,364.0,3.0,3.0,1125.0,1125.0,3.0,1125.0,t,2.0,18.0,36.0,257.0,260.0,52.0,4.0,36,47.0,255.0,317985.0,4.47,4.7,4.67,4.88,4.51,4.83,4.57,f,88.0,88.0,0.0,0.0,1.22,Oslo,Entire Standard,Entire,Standard
23812,within an hour,100%,99%,f,88.0,91.0,t,Grünerløkka,59.92397689819336,10.76103687286377,Entire Standard,Entire home/apt,3.0,1.0,1 bath,2.0,3.0,1247.0,3,364.0,3.0,3.0,1125.0,1125.0,3.0,1125.0,t,13.0,33.0,55.0,312.0,236.0,37.0,1.0,55,42.0,222.0,276834.0,4.54,4.71,4.78,4.8,4.55,4.81,4.56,f,88.0,88.0,0.0,0.0,1.22,Oslo,Entire Standard,Entire,Standard
23814,within an hour,100%,99%,f,88.0,91.0,t,Grünerløkka,59.92397689819336,10.76103687286377,Entire Standard,Entire home/apt,2.0,1.0,1 bath,1.0,2.0,1134.0,3,364.0,3.0,3.0,1125.0,1125.0,3.0,1125.0,t,11.0,38.0,68.0,335.0,119.0,34.0,2.0,70,21.0,204.0,231336.0,4.66,4.7,4.87,4.91,4.62,4.87,4.59,f,88.0,88.0,0.0,0.0,1.22,Oslo,Entire Standard,Entire,Standard
23815,within a day,91%,51%,t,22.0,29.0,t,Gamle Oslo,59.90324,10.75443,Entire Standard,Entire home/apt,4.0,1.0,1 bath,2.0,2.0,3000.0,2,1125.0,2.0,2.0,1125.0,1125.0,2.0,1125.0,t,28.0,58.0,88.0,184.0,20.0,0.0,0.0,92,0.0,0.0,0.0,4.75,4.9,4.7,4.95,4.95,5.0,4.55,f,20.0,20.0,0.0,0.0,1.19,Oslo,Entire Standard,Entire,Standard
23816,within a day,91%,51%,t,22.0,29.0,t,Gamle Oslo,59.90209,10.75459,Entire Standard,Entire home/apt,6.0,1.0,1 bath,3.0,2.0,3500.0,2,1125.0,2.0,2.0,1125.0,1125.0,2.0,1125.0,t,28.0,58.0,88.0,184.0,11.0,0.0,0.0,92,0.0,0.0,0.0,5.0,4.91,4.91,4.82,5.0,5.0,4.82,f,20.0,20.0,0.0,0.0,1.32,Oslo,Entire Standard,Entire,Standard
23817,within an hour,100%,100%,f,1.0,5.0,t,Søndre Nordstrand,59.82812,10.83864,Hotel,Private room,2.0,1.0,1 shared bath,1.0,3.0,449.0,7,1125.0,7.0,7.0,1125.0,1125.0,7.0,1125.0,t,23.0,53.0,83.0,358.0,12.0,1.0,0.0,87,0.0,14.0,6286.0,4.83,4.83,4.75,5.0,5.0,4.67,4.75,t,1.0,0.0,1.0,0.0,10.69,Oslo,Hotel,Hotel,Hotel
23818,within an hour,100%,96%,f,1.0,1.0,t,Nordstrand,59.86611,10.75828,Entire Standard,Entire home/apt,2.0,1.5,1.5 baths,0.0,2.0,471.0,9,200.0,9.0,9.0,200.0,200.0,9.0,200.0,t,0.0,0.0,20.0,110.0,81.0,14.0,0.0,24,13.0,252.0,118692.0,4.62,4.7,4.38,4.81,4.89,4.78,4.65,t,1.0,1.0,0.0,0.0,5.32,Oslo,Entire Standard,Entire,Standard
23819,within a few hours,80%,20%,f,1.0,1.0,t,Grünerløkka,59.92751255946184,10.760643209056186,Entire Standard,Entire home/apt,3.0,1.0,1 bath,2.0,2.0,2157.0,2,20.0,2.0,2.0,20.0,20.0,2.0,20.0,t,28.0,58.0,88.0,178.0,29.0,1.0,0.0,92,0.0,6.0,12942.0,5.0,5.0,5.0,4.97,5.0,5.0,4.97,f,1.0,1.0,0.0,0.0,1.59,Oslo,Entire Standard,Entire,Standard
23820,within a few hours,100%,96%,t,1.0,1.0,t,Gamle Oslo,59.91446,10.77111,Hotel,Private room,2.0,1.0,1 shared bath,1.0,1.0,565.0,2,5.0,1.0,2.0,5.0,5.0,2.0,5.0,t,8.0,17.0,20.0,20.0,274.0,56.0,5.0,20,19.0,255.0,144075.0,4.93,4.97,4.93,4.97,4.98,4.88,4.88,f,1.0,0.0,1.0,0.0,1.06,Oslo,Hotel,Hotel,Hotel
23823,within an hour,100%,99%,f,37.0,46.0,t,Grünerløkka,59.92006,10.76551,Hotel,Private room,2.0,1.0,1 shared bath,1.0,1.0,726.0,28,1125.0,15.0,28.0,1125.0,1125.0,24.1,1125.0,t,30.0,60.0,90.0,365.0,164.0,0.0,0.0,94,0.0,0.0,0.0,4.55,4.52,4.55,4.66,4.79,4.87,4.56,t,33.0,17.0,12.0,4.0,1.01,Oslo,Hotel,Hotel,Hotel
23824,within an hour,100%,81%,t,3.0,3.0,t,Frogner,59.91684,10.7146,Entire Luxury,Entire home/apt,5.0,1.0,1 bath,2.0,2.0,2400.0,2,1125.0,2.0,2.0,1125.0,1125.0,2.0,1125.0,t,23.0,53.0,83.0,263.0,10.0,1.0,0.0,87,1.0,6.0,14400.0,5.0,5.0,4.7,5.0,5.0,5.0,5.0,f,2.0,1.0,1.0,0.0,2.12,Oslo,Entire Luxury,Entire,Luxury
23825,within an hour,100%,67%,f,1.0,1.0,t,Frogner,59.92807,10.71495,Entire Standard,Entire home/apt,2.0,1.0,1 bath,1.0,1.0,1095.0,2,14.0,2.0,2.0,14.0,14.0,2.0,14.0,t,28.0,58.0,88.0,363.0,1.0,1.0,0.0,92,0.0,6.0,6570.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,f,1.0,1.0,0.0,0.0,2.61,Oslo,Entire Standard,Entire,Standard
23826,within a few hours,100%,61%,t,2.0,5.0,t,St. Hanshaugen,59.92993,10.72829,Entire Standard,Entire home/apt,6.0,2.0,2 baths,2.0,4.0,2375.0,2,30.0,1.0,2.0,30.0,30.0,2.0,30.0,t,18.0,31.0,46.0,241.0,37.0,11.0,1.0,47,7.0,66.0,156750.0,4.92,4.84,4.65,4.95,5.0,4.95,4.84,f,1.0,1.0,0.0,0.0,2.23,Oslo,Entire Standard,Entire,Standard
23829,within an hour,100%,100%,f,1.0,1.0,t,Frogner,59.91249,10.72487,Entire Standard,Entire home/apt,4.0,1.0,1 bath,2.0,2.0,1758.0,2,30.0,2.0,3.0,1125.0,1125.0,2.0,1125.0,t,9.0,9.0,9.0,23.0,58.0,12.0,4.0,9,0.0,72.0,126576.0,4.91,4.93,4.78,4.84,4.97,4.98,4.84,f,1.0,1.0,0.0,0.0,1.53,Oslo,Entire Standard,Entire,Standard
23831,within an hour,100%,99%,f,88.0,91.0,t,Grünerløkka,59.92397689819336,10.76103687286377,Entire Standard,Entire home/apt,4.0,1.0,1 bath,2.0,4.0,1838.0,3,364.0,3.0,3.0,1125.0,1125.0,3.0,1125.0,t,10.0,31.0,50.0,297.0,248.0,44.0,3.0,50,62.0,255.0,468690.0,4.53,4.69,4.65,4.81,4.58,4.82,4.59,f,88.0,88.0,0.0,0.0,1.22,Oslo,Entire Standard,Entire,Standard
23832,within an hour,100%,40%,f,1.0,1.0,t,Gamle Oslo,59.90818,10.77659,Entire Standard,Entire home/apt,2.0,1.0,1 bath,1.0,1.0,1283.0,7,60.0,2.0,7.0,60.0,60.0,6.8,60.0,t,2.0,18.0,18.0,23.0,43.0,2.0,0.0,19,11.0,28.0,35924.0,4.98,5.0,4.98,4.98,5.0,4.91,4.93,f,1.0,1.0,0.0,0.0,1.5,Oslo,Entire Standard,Entire,Standard
23834,within an hour,100%,99%,f,88.0,91.0,t,Grünerløkka,59.92398,10.76104,Entire Standard,Entire home/apt,2.0,1.0,1 bath,0.0,0.0,1125.0,3,364.0,3.0,3.0,1125.0,1125.0,3.0,1125.0,t,29.0,54.0,84.0,357.0,260.0,27.0,2.0,88,36.0,162.0,182250.0,4.57,4.72,4.67,4.81,4.59,4.87,4.59,f,88.0,88.0,0.0,0.0,1.22,Oslo,Entire Standard,Entire,Standard
23835,within a day,80%,22%,f,1.0,3.0,t,Grünerløkka,59.92068,10.76532,Entire Standard,Entire home/apt,4.0,1.0,1 bath,3.0,4.0,1890.0,2,60.0,1.0,3.0,60.0,60.0,2.0,60.0,t,13.0,33.0,52.0,92.0,9.0,5.0,1.0,56,2.0,30.0,56700.0,5.0,4.89,4.89,5.0,4.78,5.0,4.78,f,1.0,1.0,0.0,0.0,1.05,Oslo,Entire Standard,Entire,Standard
23836,within an hour,100%,100%,f,1.0,1.0,t,Gamle Oslo,59.91584,10.77236,Entire Standard,Entire home/apt,4.0,1.0,1 bath,1.0,2.0,2058.0,2,60.0,1.0,2.0,60.0,60.0,1.7,60.0,t,0.0,0.0,1.0,126.0,58.0,9.0,0.0,5,0.0,54.0,111132.0,4.88,4.95,4.88,4.78,4.97,4.9,4.86,f,1.0,1.0,0.0,0.0,1.14,Oslo,Entire Standard,Entire,Standard
23837,a few days or more,50%,0%,f,1.0,1.0,f,Bjerke,59.93725,10.81975,Entire Standard,Entire home/apt,2.0,1.0,1 bath,1.0,1.0,1500.0,2,10.0,2.0,2.0,10.0,10.0,2.0,10.0,t,29.0,59.0,89.0,364.0,6.0,0.0,0.0,93,0.0,0.0,0.0,5.0,5.0,4.67,5.0,5.0,5.0,5.0,f,1.0,1.0,0.0,0.0,4.57,Oslo,Entire Standard,Entire,Standard
23842,within an hour,100%,91%,t,1.0,1.0,t,Grünerløkka,59.92023,10.76816,Entire Standard,Entire home/apt,4.0,1.0,1 bath,1.0,2.0,1600.0,1,4.0,1.0,1.0,1125.0,1125.0,1.0,1125.0,t,18.0,18.0,18.0,18.0,112.0,38.0,2.0,18,29.0,228.0,364800.0,5.0,4.98,4.94,4.94,5.0,4.96,4.98,f,1.0,1.0,0.0,0.0,1.13,Oslo,Entire Standard,Entire,Standard
