,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_listings_count,host_total_listings_count,host_identity_verified,neighbourhood_cleansed,latitude,longitude,property_type,room_type,accommodates,bathrooms,bathrooms_text,bedrooms,beds,price_local,minimum_nights,maximum_nights,minimum_minimum_nights,maximum_minimum_nights,minimum_maximum_nights,maximum_maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,has_availability,availability_30,availability_60,availability_90,availability_365,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,availability_eoy,number_of_reviews_ly,estimated_occupancy_l365d,estimated_revenue_l365d,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,instant_bookable,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,distance_to_center_km,city,property_type_grouped,property_privacy_level,property_category
29589,within a few hours,100%,40%,f,1.0,1.0,t,Gamle Oslo,59.9021042,10.7820467,Entire Standard,Entire home/apt,6.0,1.0,1 bath,4.0,2.0,2550.0,3,365.0,3.0,3.0,365.0,365.0,3.0,365.0,t,0.0,1.0,3.0,93.0,3.0,2.0,0.0,7,1.0,12.0,30600.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,f,1.0,1.0,0.0,0.0,2.12,Oslo,Entire Standard,Entire,Standard
29592,within an hour,100%,75%,t,2.0,2.0,t,Grünerløkka,59.91837031825093,10.763962941535835,Entire Standard,Entire home/apt,4.0,1.0,1 bath,2.0,2.0,1674.0,2,29.0,2.0,2.0,29.0,29.0,2.0,29.0,t,9.0,9.0,9.0,9.0,14.0,2.0,0.0,9,12.0,12.0,20088.0,5.0,5.0,5.0,4.93,5.0,4.86,5.0,f,1.0,1.0,0.0,0.0,0.82,Oslo,Entire Standard,Entire,Standard
29593,within an hour,100%,83%,f,1.0,1.0,t,Frogner,59.9282879,10.7253701,Entire Standard,Entire home/apt,3.0,1.0,1 bath,1.0,1.0,1358.0,3,305.0,3.0,3.0,305.0,305.0,3.0,305.0,t,28.0,58.0,88.0,178.0,55.0,13.0,0.0,92,47.0,78.0,105924.0,4.73,4.87,4.87,4.76,4.96,4.87,4.8,f,1.0,1.0,0.0,0.0,2.19,Oslo,Entire Standard,Entire,Standard
29594,within an hour,100%,96%,t,1.0,1.0,t,Sentrum,59.9108507089128,10.746288278054088,Entire Standard,Entire home/apt,8.0,1.0,1 bath,2.0,4.0,2263.0,1,365.0,1.0,4.0,1125.0,1125.0,3.0,1125.0,t,9.0,26.0,45.0,306.0,116.0,87.0,5.0,47,50.0,255.0,577065.0,4.98,4.96,4.97,4.98,5.0,4.98,4.92,f,1.0,1.0,0.0,0.0,0.47,Oslo,Entire Standard,Entire,Standard
29597,within a few hours,100%,14%,f,1.0,3.0,t,Frogner,59.9211,10.69325,Entire Standard,Entire home/apt,3.0,1.0,1 bath,1.0,1.0,1268.0,1,365.0,1.0,1.0,365.0,365.0,1.0,365.0,t,12.0,24.0,42.0,206.0,3.0,1.0,0.0,46,2.0,6.0,7608.0,5.0,5.0,5.0,4.67,5.0,5.0,5.0,f,1.0,1.0,0.0,0.0,3.38,Oslo,Entire Standard,Entire,Standard
29599,a few days or more,0%,30%,f,1.0,2.0,t,Nordstrand,59.89964186551873,10.78119585350351,Entire Standard,Entire home/apt,2.0,1.0,1 bath,1.0,1.0,790.0,4,365.0,4.0,4.0,365.0,365.0,4.0,365.0,t,29.0,59.0,82.0,82.0,6.0,3.0,0.0,82,4.0,24.0,18960.0,5.0,5.0,5.0,4.83,5.0,4.83,5.0,f,1.0,1.0,0.0,0.0,2.26,Oslo,Entire Standard,Entire,Standard
29601,within a few hours,100%,33%,f,3.0,3.0,f,St. Hanshaugen,59.93269549999999,10.7415963,Entire Standard,Entire home/apt,4.0,1.0,1 bath,3.0,0.0,1800.0,3,365.0,3.0,3.0,365.0,365.0,3.0,365.0,t,29.0,59.0,89.0,269.0,1.0,1.0,0.0,93,0.0,6.0,10800.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,f,1.0,1.0,0.0,0.0,2.17,Oslo,Entire Standard,Entire,Standard
29602,within an hour,100%,100%,f,2.0,2.0,t,Vestre Aker,59.9709,10.64198,Entire Standard,Entire home/apt,4.0,1.0,1 bath,3.0,3.0,2380.0,5,30.0,5.0,5.0,30.0,30.0,5.0,30.0,t,0.0,0.0,0.0,31.0,3.0,2.0,0.0,0,1.0,20.0,47600.0,5.0,4.67,5.0,4.33,5.0,4.67,4.67,f,2.0,2.0,0.0,0.0,8.82,Oslo,Entire Standard,Entire,Standard
29604,within an hour,100%,93%,t,1.0,1.0,f,Gamle Oslo,59.91326,10.78171,Entire Standard,Entire home/apt,2.0,1.0,1 bath,1.0,1.0,964.0,3,30.0,2.0,3.0,30.0,30.0,3.0,30.0,t,13.0,15.0,15.0,96.0,19.0,19.0,3.0,15,0.0,114.0,109896.0,5.0,5.0,4.95,4.84,5.0,4.89,4.95,f,1.0,1.0,0.0,0.0,1.65,Oslo,Entire Standard,Entire,Standard
29605,within a day,100%,40%,f,1.0,1.0,f,Gamle Oslo,59.9146051,10.7702904,Entire Standard,Entire home/apt,4.0,1.0,1 bath,1.0,0.0,1044.0,5,365.0,5.0,5.0,365.0,365.0,5.0,365.0,t,0.0,0.0,0.0,28.0,7.0,2.0,0.0,0,5.0,20.0,20880.0,4.86,4.86,4.86,4.71,4.86,4.71,4.71,f,1.0,1.0,0.0,0.0,1.01,Oslo,Entire Standard,Entire,Standard
29607,within a few hours,78%,57%,f,1.0,2.0,t,Frogner,59.92475743733352,10.724640276499183,Entire Standard,Entire home/apt,4.0,1.0,1 bath,2.0,2.0,1596.0,3,365.0,3.0,3.0,365.0,365.0,3.0,365.0,t,0.0,0.0,24.0,192.0,13.0,9.0,1.0,28,5.0,54.0,86184.0,4.92,4.92,4.77,4.85,5.0,5.0,4.77,f,1.0,1.0,0.0,0.0,1.95,Oslo,Entire Standard,Entire,Standard
29609,within an hour,100%,100%,t,1.0,1.0,t,Gamle Oslo,59.91412092450436,10.766232758760452,Entire Standard,Entire home/apt,3.0,1.0,1 bath,1.0,1.0,909.0,2,365.0,3.0,6.0,365.0,365.0,4.1,365.0,t,1.0,22.0,25.0,25.0,34.0,20.0,0.0,25,19.0,120.0,109080.0,4.88,4.97,4.97,4.88,5.0,4.76,4.91,f,1.0,1.0,0.0,0.0,0.78,Oslo,Entire Standard,Entire,Standard
29612,within a day,100%,34%,f,1.0,1.0,t,Nordstrand,59.89887096297706,10.78595884108403,Entire Standard,Entire home/apt,6.0,1.0,1 bath,3.0,3.0,2120.0,2,30.0,1.0,3.0,30.0,30.0,2.1,30.0,t,12.0,20.0,33.0,243.0,12.0,6.0,0.0,37,6.0,36.0,76320.0,5.0,4.92,5.0,5.0,4.92,4.92,4.92,f,1.0,1.0,0.0,0.0,2.52,Oslo,Entire Standard,Entire,Standard
29613,a few days or more,33%,0%,f,1.0,1.0,t,Frogner,59.92497353282673,10.71213957980342,Entire Standard,Entire home/apt,4.0,1.5,1.5 baths,2.0,2.0,1958.0,1,365.0,1.0,1.0,365.0,365.0,1.0,365.0,t,29.0,59.0,89.0,269.0,2.0,0.0,0.0,93,2.0,0.0,0.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,f,1.0,1.0,0.0,0.0,2.55,Oslo,Entire Standard,Entire,Standard
29616,within a day,100%,98%,t,1.0,1.0,t,Gamle Oslo,59.91539350000001,10.7671854,Entire Standard,Entire home/apt,3.0,1.0,1 bath,1.0,1.0,1000.0,1,365.0,1.0,4.0,365.0,365.0,1.3,365.0,t,24.0,54.0,57.0,57.0,94.0,55.0,2.0,57,56.0,255.0,255000.0,4.84,4.87,4.84,4.72,4.85,4.59,4.72,f,1.0,1.0,0.0,0.0,0.85,Oslo,Entire Standard,Entire,Standard
29624,within a few hours,90%,53%,f,1.0,1.0,t,Grünerløkka,59.9180033952137,10.767263311704262,Entire Standard,Entire home/apt,2.0,1.0,1 bath,0.0,1.0,913.0,2,7.0,1.0,6.0,7.0,7.0,2.2,7.0,t,6.0,14.0,32.0,49.0,53.0,40.0,1.0,36,24.0,240.0,219120.0,4.96,4.87,4.94,4.92,4.98,4.92,4.85,f,1.0,1.0,0.0,0.0,0.96,Oslo,Entire Standard,Entire,Standard
29626,within a few hours,100%,73%,f,2.0,2.0,t,Søndre Nordstrand,59.84438,10.79638,Entire Standard,Entire home/apt,5.0,1.0,1 bath,2.0,3.0,1536.0,3,365.0,3.0,3.0,365.0,365.0,3.0,365.0,t,9.0,13.0,21.0,172.0,5.0,4.0,0.0,25,1.0,24.0,36864.0,4.8,4.8,4.8,5.0,4.8,4.8,4.6,f,1.0,1.0,0.0,0.0,8.11,Oslo,Entire Standard,Entire,Standard
29627,within an hour,100%,99%,f,37.0,46.0,t,Sentrum,59.9102439,10.747783,Entire Standard,Entire home/apt,2.0,1.0,1 bath,1.0,1.0,1035.0,7,365.0,3.0,15.0,3.0,1125.0,7.6,1112.7,t,29.0,59.0,81.0,356.0,66.0,46.0,2.0,85,39.0,255.0,263925.0,4.83,4.76,4.74,4.73,4.92,4.95,4.82,t,33.0,17.0,12.0,4.0,0.48,Oslo,Entire Standard,Entire,Standard
29632,within an hour,100%,100%,t,1.0,1.0,t,Sagene,59.93056418392021,10.754999640462254,Entire Standard,Entire home/apt,2.0,1.0,1 bath,1.0,1.0,922.0,3,365.0,2.0,3.0,365.0,365.0,3.0,365.0,t,5.0,17.0,28.0,189.0,48.0,31.0,2.0,31,28.0,186.0,171492.0,4.85,4.85,4.9,4.73,4.94,4.77,4.77,f,1.0,1.0,0.0,0.0,1.86,Oslo,Entire Standard,Entire,Standard
29633,within an hour,100%,97%,t,8.0,17.0,t,Gamle Oslo,59.90748,10.77303,Entire Standard,Entire home/apt,4.0,1.0,1 bath,1.0,0.0,1512.0,1,1125.0,3.0,30.0,1125.0,1125.0,17.9,1125.0,t,0.0,20.0,50.0,321.0,1.0,1.0,0.0,54,0.0,6.0,9072.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,t,8.0,8.0,0.0,0.0,1.36,Oslo,Entire Standard,Entire,Standard
29634,within a day,50%,90%,f,2.0,2.0,t,Nordstrand,59.89752156770253,10.805711638878073,Entire Standard,Entire home/apt,4.0,1.0,1 bath,2.0,2.0,1415.0,2,365.0,1.0,2.0,365.0,365.0,2.0,365.0,t,2.0,29.0,32.0,234.0,8.0,5.0,0.0,32,3.0,30.0,42450.0,4.88,5.0,4.75,5.0,5.0,5.0,4.75,f,2.0,2.0,0.0,0.0,3.5,Oslo,Entire Standard,Entire,Standard
29637,within a day,60%,0%,f,1.0,2.0,f,Gamle Oslo,59.9159823,10.7943671,Entire Standard,Entire home/apt,2.0,1.0,1 bath,1.0,1.0,984.0,270,365.0,80.0,270.0,365.0,365.0,252.8,365.0,t,29.0,59.0,89.0,336.0,1.0,0.0,0.0,93,1.0,0.0,0.0,2.0,1.0,2.0,4.0,4.0,4.0,1.0,f,1.0,1.0,0.0,0.0,2.36,Oslo,Entire Standard,Entire,Standard
29639,a few days or more,0%,0%,f,1.0,2.0,t,Grünerløkka,59.92503557657596,10.76451102988695,Entire Standard,Entire home/apt,4.0,1.0,1 bath,2.0,0.0,1097.0,3,365.0,3.0,3.0,365.0,365.0,3.0,365.0,t,13.0,39.0,69.0,244.0,3.0,0.0,0.0,69,3.0,0.0,0.0,4.67,4.67,4.0,5.0,5.0,5.0,4.67,f,1.0,1.0,0.0,0.0,1.42,Oslo,Entire Standard,Entire,Standard
29640,a few days or more,30%,30%,f,3.0,4.0,t,Søndre Nordstrand,59.83424,10.79445,Hotel,Private room,2.0,1.0,1 shared bath,1.0,1.0,315.0,1,365.0,1.0,1.0,365.0,365.0,1.0,365.0,t,23.0,45.0,53.0,233.0,4.0,3.0,1.0,57,1.0,18.0,5670.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,f,3.0,0.0,3.0,0.0,9.17,Oslo,Hotel,Hotel,Hotel
29641,within an hour,100%,97%,t,8.0,17.0,t,Gamle Oslo,59.9089,10.77485,Entire Standard,Entire home/apt,4.0,1.0,1 bath,1.0,2.0,1620.0,1,1125.0,3.0,30.0,1125.0,1125.0,17.9,1125.0,t,0.0,20.0,50.0,321.0,1.0,0.0,0.0,54,1.0,0.0,0.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,f,8.0,8.0,0.0,0.0,1.38,Oslo,Entire Standard,Entire,Standard
29647,within a day,100%,99%,f,1.0,3.0,t,Sentrum,59.90923129999999,10.7454751,Entire Standard,Entire home/apt,5.0,1.0,1 bath,2.0,4.0,2175.0,2,40.0,2.0,2.0,40.0,40.0,2.0,40.0,t,23.0,53.0,79.0,169.0,48.0,38.0,3.0,83,14.0,228.0,495900.0,4.58,4.79,4.38,4.69,4.67,4.92,4.65,f,1.0,1.0,0.0,0.0,0.64,Oslo,Entire Standard,Entire,Standard
29651,within a few hours,100%,0%,f,1.0,2.0,t,Vestre Aker,59.94843,10.65041,Entire Standard,Entire home/apt,4.0,1.0,1 bath,2.0,3.0,959.0,3,365.0,3.0,3.0,365.0,365.0,3.0,365.0,t,0.0,0.0,0.0,176.0,6.0,0.0,0.0,0,6.0,0.0,0.0,4.83,5.0,4.83,4.67,5.0,5.0,5.0,f,1.0,1.0,0.0,0.0,6.85,Oslo,Entire Standard,Entire,Standard
29652,within a day,90%,79%,f,1.0,1.0,t,Frogner,59.9084581,10.7219668,Entire Standard,Entire home/apt,4.0,1.0,1 bath,1.0,2.0,1799.0,2,365.0,2.0,2.0,365.0,365.0,2.0,365.0,t,23.0,53.0,83.0,263.0,26.0,20.0,3.0,87,11.0,120.0,215880.0,4.96,5.0,4.73,4.88,4.73,5.0,4.73,f,1.0,1.0,0.0,0.0,1.79,Oslo,Entire Standard,Entire,Standard
29653,within a day,75%,44%,f,2.0,7.0,t,Grünerløkka,59.92136559999999,10.7521408,Entire Standard,Entire home/apt,2.0,1.0,1 bath,1.0,1.0,2880.0,3,180.0,3.0,3.0,180.0,180.0,3.0,180.0,t,29.0,59.0,89.0,269.0,4.0,4.0,1.0,93,0.0,24.0,69120.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,f,1.0,1.0,0.0,0.0,0.83,Oslo,Entire Standard,Entire,Standard
29658,a few days or more,20%,36%,f,1.0,1.0,f,St. Hanshaugen,59.92505,10.73302,Entire Standard,Entire home/apt,2.0,1.0,1 bath,1.0,0.0,1236.0,3,365.0,3.0,3.0,365.0,365.0,3.0,365.0,t,27.0,52.0,82.0,262.0,9.0,4.0,1.0,86,5.0,24.0,29664.0,4.89,5.0,4.78,5.0,5.0,5.0,4.89,f,1.0,1.0,0.0,0.0,1.64,Oslo,Entire Standard,Entire,Standard
29659,within a day,70%,46%,f,1.0,1.0,t,Gamle Oslo,59.91591,10.76658,Entire Standard,Entire home/apt,4.0,1.0,1 bath,1.0,3.0,1148.0,3,32.0,3.0,3.0,32.0,32.0,3.0,32.0,t,29.0,59.0,89.0,179.0,15.0,10.0,0.0,93,10.0,60.0,68880.0,4.33,4.33,4.2,4.2,4.27,4.53,4.47,f,1.0,1.0,0.0,0.0,0.83,Oslo,Entire Standard,Entire,Standard
29661,within a day,100%,71%,f,1.0,1.0,t,Grünerløkka,59.920009916038445,10.766498474667433,Entire Standard,Entire home/apt,2.0,1.0,1 bath,1.0,1.0,1350.0,2,365.0,1.0,2.0,365.0,365.0,2.0,365.0,t,5.0,6.0,33.0,123.0,7.0,4.0,0.0,37,4.0,24.0,32400.0,5.0,5.0,5.0,5.0,5.0,5.0,4.86,f,1.0,1.0,0.0,0.0,1.05,Oslo,Entire Standard,Entire,Standard
29663,within an hour,100%,100%,t,1.0,3.0,t,Gamle Oslo,59.9062236,10.7593707,Entire Standard,Entire home/apt,2.0,1.0,1 bath,1.0,2.0,1695.0,5,365.0,1.0,109.0,365.0,365.0,104.1,365.0,t,22.0,25.0,52.0,327.0,17.0,14.0,1.0,56,3.0,140.0,237300.0,4.88,4.76,4.82,4.53,4.88,5.0,4.88,t,1.0,1.0,0.0,0.0,0.94,Oslo,Entire Standard,Entire,Standard
29665,within a few hours,100%,64%,f,1.0,1.0,t,Frogner,59.9170604,10.711348,Entire Standard,Entire home/apt,4.0,1.0,1 bath,2.0,2.0,1313.0,3,8.0,3.0,3.0,8.0,8.0,3.0,8.0,t,0.0,0.0,2.0,22.0,7.0,3.0,0.0,4,4.0,18.0,23634.0,4.86,4.57,4.71,4.86,4.71,4.86,4.57,f,1.0,1.0,0.0,0.0,2.3,Oslo,Entire Standard,Entire,Standard
29671,within a few hours,100%,40%,f,1.0,1.0,t,Østensjø,59.87712,10.83682,Entire Standard,Entire home/apt,4.0,1.0,1 bath,2.0,3.0,1560.0,3,14.0,3.0,3.0,14.0,14.0,3.0,14.0,t,28.0,58.0,88.0,268.0,2.0,2.0,0.0,92,0.0,12.0,18720.0,4.5,5.0,4.5,5.0,5.0,5.0,4.5,f,1.0,1.0,0.0,0.0,6.24,Oslo,Entire Standard,Entire,Standard
29672,within a few hours,100%,77%,t,1.0,2.0,f,Gamle Oslo,59.90088,10.79127,Entire Standard,Entire home/apt,2.0,1.0,1 bath,1.0,1.0,740.0,3,365.0,3.0,3.0,365.0,365.0,3.0,365.0,t,0.0,0.0,0.0,11.0,28.0,18.0,3.0,0,14.0,108.0,79920.0,4.89,4.86,4.68,4.93,5.0,4.57,4.79,f,1.0,1.0,0.0,0.0,2.62,Oslo,Entire Standard,Entire,Standard
29676,within an hour,100%,80%,f,1.0,1.0,t,Gamle Oslo,59.913293828227125,10.764247924089432,Hotel,Shared room,1.0,1.0,1 shared bath,1.0,2.0,366.0,1,365.0,1.0,1.0,365.0,365.0,1.0,365.0,t,6.0,6.0,6.0,179.0,13.0,9.0,4.0,6,4.0,54.0,19764.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,f,1.0,0.0,0.0,1.0,0.67,Oslo,Hotel,Hotel,Hotel
29679,within a day,89%,37%,t,1.0,2.0,f,Sagene,59.93853770903586,10.774075618177685,Entire Standard,Entire home/apt,3.0,1.0,1 bath,1.0,1.0,1162.0,3,365.0,3.0,3.0,365.0,365.0,3.0,365.0,t,29.0,59.0,89.0,364.0,18.0,14.0,1.0,93,8.0,84.0,97608.0,4.89,4.89,4.94,4.78,4.94,4.67,4.83,f,1.0,1.0,0.0,0.0,3.0,Oslo,Entire Standard,Entire,Standard
29681,within an hour,80%,50%,f,1.0,2.0,f,Nordstrand,59.8517029,10.7946586,Entire Standard,Entire home/apt,5.0,1.0,1 bath,3.0,4.0,1600.0,3,365.0,2.0,3.0,365.0,365.0,2.9,365.0,t,28.0,58.0,88.0,363.0,6.0,4.0,0.0,92,2.0,24.0,38400.0,5.0,5.0,5.0,4.67,5.0,4.67,4.83,f,1.0,1.0,0.0,0.0,7.31,Oslo,Entire Standard,Entire,Standard
29682,within a few hours,90%,78%,f,1.0,1.0,f,Grünerløkka,59.92366543502753,10.774176456034184,Entire Standard,Entire home/apt,2.0,1.0,1 bath,1.0,2.0,1086.0,4,30.0,4.0,7.0,30.0,30.0,4.9,30.0,t,30.0,60.0,90.0,365.0,14.0,9.0,4.0,94,5.0,72.0,78192.0,4.5,4.36,4.14,4.71,4.79,4.57,4.5,f,1.0,1.0,0.0,0.0,1.64,Oslo,Entire Standard,Entire,Standard
29684,within a few hours,100%,88%,f,1.0,1.0,t,Frogner,59.91383556848457,10.724417673016363,Entire Standard,Entire home/apt,7.0,1.0,1 bath,1.0,3.0,2077.0,2,365.0,2.0,2.0,365.0,365.0,2.0,365.0,t,30.0,60.0,90.0,359.0,32.0,18.0,1.0,94,19.0,108.0,224316.0,4.75,4.72,4.66,4.88,4.94,4.91,4.63,f,1.0,1.0,0.0,0.0,1.55,Oslo,Entire Standard,Entire,Standard
29685,within a day,50%,0%,f,1.0,1.0,t,Gamle Oslo,59.91414,10.76984,Entire Standard,Entire home/apt,3.0,1.0,1 bath,1.0,1.0,842.0,4,365.0,4.0,4.0,365.0,365.0,4.0,365.0,t,0.0,0.0,0.0,177.0,4.0,0.0,0.0,1,4.0,0.0,0.0,4.75,4.75,4.25,5.0,5.0,4.75,4.25,f,1.0,1.0,0.0,0.0,0.98,Oslo,Entire Standard,Entire,Standard
29687,within an hour,90%,22%,f,1.0,1.0,f,Gamle Oslo,59.90769,10.7758039,Entire Standard,Entire home/apt,2.0,1.0,1 bath,1.0,1.0,903.0,2,50.0,1.0,2.0,50.0,50.0,2.0,50.0,t,0.0,3.0,13.0,130.0,5.0,4.0,1.0,17,1.0,24.0,21672.0,4.6,4.6,4.4,4.6,4.6,4.8,4.8,f,1.0,1.0,0.0,0.0,1.49,Oslo,Entire Standard,Entire,Standard
29688,within an hour,100%,100%,f,3.0,3.0,t,Gamle Oslo,59.91254589999999,10.7598129,Hotel,Private room,2.0,1.0,1 shared bath,3.0,2.0,590.0,1,365.0,1.0,1.0,365.0,365.0,1.0,365.0,t,15.0,33.0,61.0,63.0,9.0,7.0,2.0,63,2.0,42.0,24780.0,5.0,5.0,4.78,4.78,5.0,4.89,4.78,f,3.0,0.0,3.0,0.0,0.45,Oslo,Hotel,Hotel,Hotel
29690,a few days or more,33%,19%,f,1.0,2.0,t,Gamle Oslo,59.91647,10.7968,Entire Standard,Entire home/apt,2.0,1.0,1 bath,1.0,1.0,933.0,3,20.0,3.0,3.0,20.0,20.0,3.0,20.0,t,3.0,3.0,3.0,3.0,7.0,4.0,0.0,3,3.0,24.0,22392.0,5.0,5.0,5.0,5.0,5.0,4.86,4.71,f,1.0,1.0,0.0,0.0,2.5,Oslo,Entire Standard,Entire,Standard
29691,within an hour,100%,100%,f,3.0,3.0,t,Gamle Oslo,59.91181859927484,10.759201507664136,Hotel,Private room,2.0,1.0,1 shared bath,1.0,2.0,621.0,1,365.0,1.0,1.0,365.0,365.0,1.0,365.0,t,15.0,44.0,74.0,78.0,12.0,9.0,5.0,78,3.0,54.0,33534.0,5.0,5.0,4.92,5.0,5.0,4.92,4.92,f,3.0,0.0,3.0,0.0,0.45,Oslo,Hotel,Hotel,Hotel
29692,within an hour,100%,100%,f,3.0,3.0,t,Gamle Oslo,59.91278,10.75889,Hotel,Private room,3.0,1.0,1 shared bath,1.0,3.0,624.0,1,365.0,1.0,1.0,365.0,365.0,1.0,365.0,t,15.0,38.0,68.0,72.0,16.0,15.0,8.0,72,1.0,90.0,56160.0,4.63,4.75,4.63,4.75,5.0,4.44,4.88,f,3.0,0.0,3.0,0.0,0.39,Oslo,Hotel,Hotel,Hotel
29697,within a day,100%,65%,t,1.0,2.0,t,Grünerløkka,59.922236731699655,10.770907923134374,Entire Standard,Entire home/apt,6.0,1.0,1 bath,2.0,3.0,1575.0,3,365.0,1.0,3.0,365.0,365.0,3.0,365.0,t,5.0,5.0,5.0,5.0,15.0,10.0,0.0,5,8.0,60.0,94500.0,4.87,4.87,4.8,4.87,4.8,4.67,4.67,f,1.0,1.0,0.0,0.0,1.4,Oslo,Entire Standard,Entire,Standard
29698,within a day,50%,57%,f,2.0,3.0,t,Vestre Aker,59.96376,10.6513,Entire Standard,Entire home/apt,7.0,2.0,2 baths,4.0,4.0,3500.0,14,365.0,14.0,14.0,365.0,365.0,14.0,365.0,t,28.0,58.0,88.0,268.0,2.0,2.0,0.0,92,0.0,56.0,196000.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,f,1.0,1.0,0.0,0.0,7.89,Oslo,Entire Standard,Entire,Standard
29702,within an hour,100%,83%,t,2.0,3.0,t,Frogner,59.92314,10.73075,Entire Standard,Entire home/apt,3.0,1.0,1 bath,2.0,0.0,1620.0,5,365.0,5.0,5.0,365.0,365.0,5.0,365.0,t,22.0,29.0,56.0,56.0,2.0,1.0,0.0,56,1.0,10.0,16200.0,5.0,5.0,5.0,5.0,5.0,5.0,4.5,f,1.0,1.0,0.0,0.0,1.58,Oslo,Entire Standard,Entire,Standard
29703,within a day,100%,50%,f,2.0,3.0,f,Vestre Aker,59.94936,10.70383,Hotel,Private room,2.0,1.0,1 private bath,1.0,1.0,880.0,2,4.0,2.0,2.0,4.0,4.0,2.0,4.0,t,0.0,0.0,0.0,109.0,2.0,0.0,0.0,0,2.0,0.0,0.0,5.0,5.0,5.0,5.0,5.0,4.5,4.5,f,2.0,1.0,1.0,0.0,4.78,Oslo,Hotel,Hotel,Hotel
29704,within an hour,100%,95%,t,4.0,4.0,t,Bjerke,59.9448065,10.8513153,Hotel,Private room,2.0,1.0,1 shared bath,1.0,1.0,441.0,5,90.0,2.0,5.0,1125.0,1125.0,5.0,1125.0,t,0.0,14.0,44.0,44.0,43.0,18.0,1.0,44,31.0,180.0,79380.0,4.79,4.74,4.79,4.81,4.84,4.63,4.72,f,4.0,0.0,4.0,0.0,6.5,Oslo,Hotel,Hotel,Hotel
29705,within a day,100%,75%,f,1.0,1.0,t,Grünerløkka,59.92599,10.75707,Entire Standard,Entire home/apt,4.0,1.0,1 bath,2.0,2.0,2103.0,4,30.0,2.0,4.0,30.0,30.0,3.9,30.0,t,3.0,14.0,17.0,17.0,3.0,3.0,0.0,17,0.0,24.0,50472.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,f,1.0,1.0,0.0,0.0,1.37,Oslo,Entire Standard,Entire,Standard
29709,within an hour,90%,77%,t,1.0,1.0,t,Gamle Oslo,59.91753185725831,10.795018072166718,Entire Standard,Entire home/apt,4.0,1.0,1 bath,2.0,2.0,1640.0,2,365.0,1.0,2.0,365.0,365.0,2.0,365.0,t,5.0,14.0,20.0,84.0,22.0,19.0,3.0,23,3.0,114.0,186960.0,5.0,4.82,5.0,5.0,5.0,4.86,4.91,f,1.0,1.0,0.0,0.0,2.42,Oslo,Entire Standard,Entire,Standard
29715,a few days or more,30%,30%,f,3.0,4.0,t,Søndre Nordstrand,59.83312,10.79433,Hotel,Private room,1.0,1.0,1 bath,1.0,1.0,361.0,1,365.0,1.0,1.0,365.0,365.0,1.0,365.0,t,0.0,0.0,0.0,177.0,1.0,1.0,0.0,1,1.0,6.0,2166.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,f,3.0,0.0,3.0,0.0,9.28,Oslo,Hotel,Hotel,Hotel
29717,within an hour,100%,100%,f,1.0,1.0,t,Sagene,59.94481722697203,10.757363184180756,Entire Standard,Entire home/apt,2.0,1.0,1 bath,0.0,1.0,628.0,2,14.0,2.0,2.0,14.0,14.0,2.0,14.0,t,4.0,8.0,17.0,52.0,15.0,10.0,0.0,21,5.0,60.0,37680.0,4.8,4.8,4.6,5.0,5.0,4.73,4.8,f,1.0,1.0,0.0,0.0,3.45,Oslo,Entire Standard,Entire,Standard
29718,a few days or more,20%,12%,f,1.0,1.0,f,Gamle Oslo,59.90139,10.76476,Entire Standard,Entire home/apt,4.0,1.0,1 bath,2.0,4.0,1066.0,2,15.0,2.0,2.0,15.0,15.0,2.0,15.0,t,0.0,0.0,0.0,81.0,7.0,2.0,0.0,0,5.0,12.0,12792.0,5.0,5.0,5.0,5.0,5.0,4.86,4.86,f,1.0,1.0,0.0,0.0,1.56,Oslo,Entire Standard,Entire,Standard
29719,within a few hours,100%,66%,t,1.0,1.0,t,Gamle Oslo,59.91347,10.76024,Entire Standard,Entire home/apt,4.0,1.0,1 bath,1.0,2.0,1329.0,2,1125.0,1.0,2.0,1125.0,1125.0,2.0,1125.0,t,9.0,37.0,57.0,218.0,66.0,52.0,4.0,58,20.0,255.0,338895.0,4.95,4.97,4.97,4.78,4.98,4.71,4.85,f,1.0,1.0,0.0,0.0,0.45,Oslo,Entire Standard,Entire,Standard
