,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_listings_count,host_total_listings_count,host_identity_verified,neighbourhood_cleansed,property_type,room_type,accommodates,bathrooms,bathrooms_text,bedrooms,beds,price_local,minimum_nights,maximum_nights,minimum_minimum_nights,maximum_minimum_nights,minimum_maximum_nights,maximum_maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,has_availability,availability_30,availability_60,availability_90,availability_365,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,availability_eoy,number_of_reviews_ly,estimated_occupancy_l365d,estimated_revenue_l365d,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,instant_bookable,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,distance_to_center_km,city,property_type_grouped,property_privacy_level,property_category,has_reviews
26527,within a day,100%,74%,t,1.0,1.0,t,Gamle Oslo,Entire Standard,Entire home/apt,2.0,1.0,1 bath,1.0,1.0,1086.0,2,14.0,2.0,2.0,14.0,14.0,2.0,14.0,t,16.0,46.0,76.0,345.0,66.0,12.0,1.0,80,38.0,72.0,78192.0,4.95,4.95,4.89,4.86,4.97,4.79,4.92,f,1.0,1.0,0.0,0.0,1.63,Oslo,Entire Standard,Entire,Standard,1
26529,within a day,100%,70%,f,1.0,1.0,t,Bjerke,Entire Standard,Entire home/apt,5.0,1.0,1 bath,3.0,4.0,1137.0,2,29.0,2.0,2.0,29.0,29.0,2.0,29.0,t,1.0,10.0,38.0,38.0,88.0,29.0,0.0,38,62.0,174.0,197838.0,4.75,4.82,4.65,4.73,4.9,4.67,4.73,f,1.0,1.0,0.0,0.0,3.93,Oslo,Entire Standard,Entire,Standard,1
26530,within an hour,100%,100%,t,3.0,3.0,t,St. Hanshaugen,Entire Standard,Entire home/apt,8.0,1.5,1.5 baths,2.0,5.0,1514.0,2,365.0,2.0,2.0,1125.0,1125.0,2.0,1125.0,t,11.0,30.0,38.0,221.0,68.0,10.0,1.0,42,31.0,60.0,90840.0,4.88,4.9,4.97,4.93,4.9,4.78,4.75,f,3.0,3.0,0.0,0.0,2.65,Oslo,Entire Standard,Entire,Standard,1
26535,within a day,50%,67%,f,2.0,3.0,t,Ullern,Hotel,Private room,1.0,1.0,1 bath,1.0,1.0,800.0,6,30.0,6.0,6.0,30.0,30.0,6.0,30.0,t,23.0,53.0,83.0,173.0,1.0,1.0,0.0,87,0.0,12.0,9600.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,f,1.0,0.0,1.0,0.0,5.31,Oslo,Hotel,Hotel,Hotel,1
26538,a few days or more,0%,0%,f,2.0,2.0,t,Ullern,Entire Standard,Entire home/apt,8.0,1.5,1.5 baths,2.0,0.0,2092.0,4,365.0,4.0,14.0,365.0,365.0,12.6,365.0,t,29.0,59.0,89.0,364.0,0.0,0.0,0.0,93,0.0,0.0,0.0,4.6074000960843655,4.738272808283316,4.547570851854185,4.753794467860752,4.807374900066608,4.6811075614042466,4.509899238176064,f,2.0,1.0,1.0,0.0,4.52,Oslo,Entire Standard,Entire,Standard,0
26539,within an hour,100%,96%,t,1.0,2.0,t,Sagene,Entire Standard,Entire home/apt,4.0,1.0,1 bath,1.0,2.0,1250.0,2,16.0,2.0,2.0,16.0,16.0,2.0,16.0,t,14.0,14.0,14.0,14.0,21.0,16.0,2.0,14,3.0,96.0,120000.0,4.95,5.0,4.95,5.0,5.0,5.0,4.81,f,1.0,1.0,0.0,0.0,3.51,Oslo,Entire Standard,Entire,Standard,1
26540,within an hour,100%,93%,t,1.0,1.0,t,Gamle Oslo,Entire Standard,Entire home/apt,2.0,1.0,1 bath,1.0,1.0,1075.0,10,180.0,10.0,10.0,180.0,180.0,10.0,180.0,t,17.0,33.0,43.0,62.0,22.0,8.0,1.0,47,6.0,160.0,172000.0,4.95,5.0,4.86,5.0,5.0,4.91,4.91,f,1.0,1.0,0.0,0.0,2.28,Oslo,Entire Standard,Entire,Standard,1
26541,within an hour,100%,100%,f,1.0,1.0,f,Østensjø,Entire Luxury,Entire home/apt,8.0,2.0,2 baths,4.0,1.0,1808.0,2,30.0,2.0,2.0,30.0,30.0,2.0,30.0,t,6.0,6.0,6.0,6.0,2.0,1.0,0.0,6,0.0,6.0,10848.0,4.5,4.5,5.0,5.0,5.0,4.5,4.0,f,1.0,1.0,0.0,0.0,5.88,Oslo,Entire Luxury,Entire,Luxury,1
26544,within a few hours,100%,50%,f,2.0,2.0,t,Frogner,Entire Standard,Entire home/apt,2.0,1.0,1 bath,1.0,2.0,1250.0,2,28.0,2.0,2.0,28.0,28.0,2.0,28.0,t,0.0,0.0,0.0,51.0,3.0,0.0,0.0,0,2.0,0.0,0.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,f,2.0,2.0,0.0,0.0,2.94,Oslo,Entire Standard,Entire,Standard,1
26548,within an hour,100%,42%,f,1.0,2.0,t,Grünerløkka,Entire Standard,Entire home/apt,4.0,1.0,1 bath,1.0,2.0,1610.0,2,14.0,2.0,2.0,14.0,14.0,2.0,14.0,t,29.0,59.0,89.0,364.0,6.0,3.0,0.0,93,0.0,18.0,28980.0,4.83,4.83,4.83,4.67,4.67,4.83,4.67,f,1.0,1.0,0.0,0.0,1.06,Oslo,Entire Standard,Entire,Standard,1
26549,within an hour,100%,100%,f,2.0,2.0,t,Frogner,Entire Standard,Entire home/apt,4.0,1.0,1 bath,1.0,2.0,1980.0,2,365.0,2.0,2.0,365.0,365.0,2.0,365.0,t,5.0,5.0,5.0,5.0,3.0,1.0,0.0,5,3.0,6.0,11880.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,f,1.0,1.0,0.0,0.0,1.33,Oslo,Entire Standard,Entire,Standard,1
26551,within a day,100%,87%,f,1.0,1.0,t,Gamle Oslo,Entire Standard,Entire home/apt,2.0,1.0,1 bath,1.0,1.0,1220.0,3,730.0,2.0,2.0,730.0,730.0,2.0,730.0,t,11.0,28.0,55.0,323.0,68.0,28.0,1.0,59,31.0,168.0,204960.0,4.78,4.84,4.88,4.69,4.51,4.99,4.74,f,1.0,1.0,0.0,0.0,0.83,Oslo,Entire Standard,Entire,Standard,1
26555,within a day,100%,33%,f,1.0,1.0,t,Frogner,Entire Standard,Entire home/apt,2.0,1.0,1 bath,1.0,1.0,1035.0,7,31.0,7.0,7.0,31.0,31.0,7.0,31.0,t,10.0,10.0,10.0,189.0,13.0,4.0,0.0,10,8.0,56.0,57960.0,5.0,5.0,4.77,4.92,4.92,5.0,5.0,f,1.0,1.0,0.0,0.0,2.56,Oslo,Entire Standard,Entire,Standard,1
26556,within a few hours,100%,31%,f,1.0,1.0,t,Sagene,Entire Standard,Entire home/apt,4.0,1.0,1 bath,2.0,2.0,1403.0,7,730.0,7.0,7.0,730.0,730.0,7.0,730.0,t,0.0,0.0,27.0,302.0,18.0,1.0,0.0,31,2.0,14.0,19642.0,4.94,4.89,4.94,4.94,5.0,4.94,4.89,f,1.0,1.0,0.0,0.0,2.5,Oslo,Entire Standard,Entire,Standard,1
26558,a few days or more,33%,0%,f,1.0,1.0,t,Grünerløkka,Entire Standard,Entire home/apt,8.0,1.0,1 bath,2.0,4.0,4468.0,1,365.0,1.0,1.0,365.0,365.0,1.0,365.0,t,30.0,60.0,90.0,365.0,0.0,0.0,0.0,94,0.0,0.0,0.0,4.726998465267079,4.721504639997111,4.492897585077072,4.833016627464001,4.902555662837445,4.857815612171688,4.598265588329551,f,1.0,1.0,0.0,0.0,1.63,Oslo,Entire Standard,Entire,Standard,0
26561,within a day,100%,70%,f,1.0,1.0,t,St. Hanshaugen,Entire Standard,Entire home/apt,3.0,1.0,1 bath,2.0,2.0,1435.0,2,20.0,2.0,2.0,20.0,20.0,2.0,20.0,t,2.0,2.0,2.0,16.0,9.0,4.0,1.0,2,2.0,24.0,34440.0,4.78,4.78,4.67,4.22,4.78,4.78,4.67,f,1.0,1.0,0.0,0.0,1.61,Oslo,Entire Standard,Entire,Standard,1
26562,within a few hours,86%,77%,f,2.0,2.0,t,Gamle Oslo,Entire Standard,Entire home/apt,2.0,1.0,1 bath,1.0,2.0,1515.0,2,30.0,2.0,2.0,30.0,30.0,2.0,30.0,t,28.0,58.0,88.0,359.0,55.0,7.0,1.0,92,6.0,42.0,63630.0,4.82,4.65,4.93,4.96,4.91,4.71,4.76,f,1.0,1.0,0.0,0.0,0.91,Oslo,Entire Standard,Entire,Standard,1
26565,within a day,100%,80%,f,1.0,1.0,f,Nordstrand,Entire Standard,Entire home/apt,8.0,2.0,2 baths,5.0,6.0,3000.0,4,40.0,4.0,4.0,40.0,40.0,4.0,40.0,t,0.0,0.0,0.0,86.0,5.0,3.0,0.0,0,2.0,24.0,72000.0,5.0,4.8,4.4,5.0,5.0,5.0,5.0,f,1.0,1.0,0.0,0.0,4.28,Oslo,Entire Standard,Entire,Standard,1
26566,a few days or more,0%,56%,f,1.0,1.0,t,Sentrum,Entire Standard,Entire home/apt,2.0,1.0,1 bath,1.0,1.0,1416.0,10,40.0,10.0,10.0,40.0,40.0,10.0,40.0,t,0.0,0.0,6.0,57.0,4.0,3.0,0.0,10,1.0,60.0,84960.0,4.5,4.5,5.0,4.75,5.0,5.0,4.75,f,1.0,1.0,0.0,0.0,0.99,Oslo,Entire Standard,Entire,Standard,1
26568,within a few hours,100%,100%,t,1.0,2.0,t,Marka,Entire Alternative,Entire home/apt,5.0,1.0,1 bath,0.0,3.0,1050.0,1,365.0,1.0,1.0,365.0,365.0,1.0,365.0,t,21.0,41.0,67.0,296.0,293.0,110.0,7.0,67,119.0,255.0,267750.0,4.83,4.81,4.59,4.93,4.96,4.82,4.81,f,1.0,1.0,0.0,0.0,12.78,Oslo,Entire Alternative,Entire,Alternative,1
26569,within a day,100%,91%,f,1.0,1.0,t,Grünerløkka,Entire Standard,Entire home/apt,2.0,1.0,1 bath,1.0,1.0,1492.0,2,30.0,2.0,2.0,30.0,30.0,2.0,30.0,t,27.0,57.0,87.0,262.0,9.0,9.0,2.0,90,0.0,54.0,80568.0,5.0,5.0,5.0,5.0,5.0,4.89,5.0,f,1.0,1.0,0.0,0.0,1.89,Oslo,Entire Standard,Entire,Standard,1
26570,within a few hours,80%,25%,f,1.0,1.0,f,Frogner,Entire Standard,Entire home/apt,2.0,1.0,1 bath,1.0,1.0,1332.0,2,365.0,1.0,2.0,365.0,365.0,2.0,365.0,t,16.0,37.0,45.0,272.0,1.0,1.0,1.0,48,0.0,6.0,7992.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,f,1.0,1.0,0.0,0.0,2.06,Oslo,Entire Standard,Entire,Standard,1
26571,within an hour,100%,75%,f,1.0,1.0,t,Grünerløkka,Entire Standard,Entire home/apt,4.0,1.0,1 bath,2.0,2.0,1643.0,1,30.0,1.0,1.0,30.0,30.0,1.0,30.0,t,1.0,31.0,61.0,336.0,11.0,3.0,0.0,65,3.0,18.0,29574.0,4.91,4.91,4.73,4.82,4.91,4.82,4.91,f,1.0,1.0,0.0,0.0,1.56,Oslo,Entire Standard,Entire,Standard,1
26572,within an hour,100%,86%,f,1.0,1.0,f,St. Hanshaugen,Entire Standard,Entire home/apt,2.0,1.0,1 bath,1.0,2.0,1386.0,2,15.0,1.0,2.0,15.0,15.0,2.0,15.0,t,9.0,9.0,14.0,17.0,5.0,5.0,3.0,17,0.0,30.0,41580.0,5.0,5.0,5.0,5.0,5.0,5.0,4.8,f,1.0,1.0,0.0,0.0,0.97,Oslo,Entire Standard,Entire,Standard,1
26576,within a day,100%,100%,f,1.0,1.0,f,St. Hanshaugen,Entire Standard,Entire home/apt,3.0,1.0,1 bath,2.0,2.0,1266.0,7,29.0,7.0,7.0,29.0,29.0,7.0,29.0,t,0.0,0.0,0.0,102.0,6.0,2.0,0.0,0,2.0,28.0,35448.0,5.0,5.0,4.67,4.83,5.0,5.0,5.0,f,1.0,1.0,0.0,0.0,2.06,Oslo,Entire Standard,Entire,Standard,1
26577,within a day,50%,0%,f,1.0,1.0,t,Gamle Oslo,Entire Standard,Entire home/apt,5.0,1.0,1 bath,2.0,2.0,1305.0,5,14.0,5.0,5.0,14.0,14.0,5.0,14.0,t,0.0,0.0,5.0,155.0,4.0,0.0,0.0,9,2.0,0.0,0.0,5.0,5.0,4.75,5.0,5.0,5.0,5.0,f,1.0,1.0,0.0,0.0,0.85,Oslo,Entire Standard,Entire,Standard,1
26580,within an hour,100%,0%,f,1.0,1.0,t,Nordre Aker,Entire Standard,Entire home/apt,6.0,1.5,1.5 baths,3.0,0.0,874.0,3,10.0,3.0,3.0,10.0,10.0,3.0,10.0,t,2.0,2.0,2.0,24.0,16.0,0.0,0.0,2,8.0,0.0,0.0,4.88,4.69,4.69,4.81,5.0,5.0,4.75,f,1.0,1.0,0.0,0.0,3.9,Oslo,Entire Standard,Entire,Standard,1
26583,within a day,100%,100%,f,2.0,3.0,t,Ullern,Entire Standard,Entire home/apt,6.0,1.5,1.5 baths,3.0,3.0,1631.0,5,31.0,5.0,5.0,31.0,31.0,5.0,31.0,t,0.0,0.0,8.0,283.0,0.0,0.0,0.0,12,0.0,0.0,0.0,4.864498259809907,4.828798713653294,4.73037127707854,4.896921991880877,4.93559630220199,4.79805186110041,4.779019558760828,f,1.0,1.0,0.0,0.0,4.99,Oslo,Entire Standard,Entire,Standard,0
26585,within an hour,100%,91%,f,1.0,1.0,f,Stovner,Hotel,Private room,1.0,1.0,1 shared bath,1.0,1.0,496.0,1,1125.0,1.0,1.0,1125.0,1125.0,1.0,1125.0,t,29.0,59.0,89.0,364.0,14.0,14.0,3.0,93,0.0,84.0,41664.0,5.0,4.93,4.93,5.0,5.0,4.93,4.79,f,1.0,0.0,1.0,0.0,11.58,Oslo,Hotel,Hotel,Hotel,1
26589,within a day,100%,20%,f,1.0,1.0,t,Bjerke,Entire Standard,Entire home/apt,3.0,1.0,1 bath,1.0,1.0,844.0,4,100.0,4.0,4.0,100.0,100.0,4.0,100.0,t,28.0,29.0,29.0,29.0,3.0,0.0,0.0,29,0.0,0.0,0.0,4.67,4.67,4.33,5.0,4.67,5.0,5.0,f,1.0,1.0,0.0,0.0,5.49,Oslo,Entire Standard,Entire,Standard,1
26590,within a day,100%,55%,t,1.0,1.0,t,Grünerløkka,Entire Standard,Entire home/apt,4.0,1.0,1 bath,2.0,2.0,1983.0,3,32.0,2.0,4.0,32.0,32.0,2.3,32.0,t,0.0,0.0,5.0,13.0,29.0,8.0,0.0,9,9.0,48.0,95184.0,4.83,4.86,4.69,4.83,4.97,4.79,4.79,f,1.0,1.0,0.0,0.0,1.28,Oslo,Entire Standard,Entire,Standard,1
26592,within an hour,100%,98%,t,2.0,2.0,t,Grünerløkka,Entire Luxury,Entire home/apt,3.0,1.0,1 bath,1.0,2.0,1239.0,30,180.0,5.0,30.0,1125.0,1125.0,28.2,1125.0,t,19.0,22.0,33.0,213.0,74.0,26.0,1.0,37,32.0,255.0,315945.0,4.89,4.91,4.91,4.96,4.96,4.95,4.84,f,2.0,2.0,0.0,0.0,0.89,Oslo,Entire Luxury,Entire,Luxury,1
26593,within an hour,100%,94%,f,2.0,2.0,t,Grünerløkka,Entire Standard,Entire home/apt,2.0,1.0,1 bath,1.0,1.0,1866.0,2,1125.0,1.0,3.0,1125.0,1125.0,1.5,1125.0,t,28.0,58.0,88.0,363.0,14.0,0.0,0.0,92,0.0,0.0,0.0,4.71,4.64,4.29,4.64,4.79,4.86,4.57,f,2.0,1.0,1.0,0.0,1.34,Oslo,Entire Standard,Entire,Standard,1
26595,within a day,100%,25%,f,1.0,5.0,t,Frogner,Entire Standard,Entire home/apt,6.0,2.0,2 baths,3.0,3.0,4600.0,5,70.0,5.0,5.0,70.0,70.0,5.0,70.0,t,28.0,58.0,88.0,363.0,5.0,3.0,0.0,92,2.0,30.0,138000.0,5.0,4.8,5.0,5.0,5.0,5.0,5.0,f,1.0,1.0,0.0,0.0,2.68,Oslo,Entire Standard,Entire,Standard,1
26597,within an hour,100%,90%,f,1.0,1.0,t,Grünerløkka,Entire Standard,Entire home/apt,2.0,1.0,1 bath,1.0,1.0,1132.0,6,30.0,2.0,6.0,1125.0,1125.0,6.0,1125.0,t,9.0,9.0,9.0,9.0,36.0,14.0,1.0,9,16.0,168.0,190176.0,4.75,4.78,4.75,4.86,4.83,4.78,4.72,f,1.0,1.0,0.0,0.0,0.85,Oslo,Entire Standard,Entire,Standard,1
26598,within a few hours,100%,79%,f,2.0,2.0,t,Grünerløkka,Entire Standard,Entire home/apt,2.0,1.0,1 bath,1.0,1.0,1003.0,3,365.0,3.0,4.0,365.0,365.0,3.0,365.0,t,0.0,4.0,6.0,16.0,15.0,6.0,0.0,6,1.0,36.0,36108.0,4.93,5.0,4.8,4.67,5.0,4.93,4.87,f,1.0,1.0,0.0,0.0,0.7,Oslo,Entire Standard,Entire,Standard,1
26599,within an hour,100%,37%,t,1.0,1.0,t,Frogner,Entire Standard,Entire home/apt,6.0,1.0,1 bath,3.0,3.0,1975.0,2,31.0,2.0,2.0,31.0,31.0,2.0,31.0,t,6.0,6.0,6.0,88.0,23.0,6.0,0.0,6,12.0,36.0,71100.0,4.87,4.96,4.61,4.87,4.96,4.91,4.78,f,1.0,1.0,0.0,0.0,2.51,Oslo,Entire Standard,Entire,Standard,1
26603,within an hour,100%,59%,f,1.0,1.0,f,Ullern,Entire Standard,Entire home/apt,6.0,1.0,1 bath,2.0,2.0,1466.0,2,365.0,2.0,2.0,365.0,365.0,2.0,365.0,t,19.0,49.0,79.0,163.0,6.0,6.0,1.0,83,0.0,36.0,52776.0,4.83,4.83,4.17,4.83,4.83,4.5,4.67,f,1.0,1.0,0.0,0.0,5.64,Oslo,Entire Standard,Entire,Standard,1
26604,within a few hours,100%,58%,f,1.0,2.0,t,Grünerløkka,Entire Standard,Entire home/apt,4.0,1.0,1 bath,2.0,2.0,1530.0,3,365.0,3.0,3.0,365.0,365.0,3.0,365.0,t,28.0,58.0,61.0,61.0,8.0,5.0,0.0,61,3.0,30.0,45900.0,5.0,5.0,4.63,4.88,5.0,4.88,5.0,f,1.0,1.0,0.0,0.0,2.23,Oslo,Entire Standard,Entire,Standard,1
26606,within an hour,100%,100%,f,1.0,1.0,t,Sagene,Entire Standard,Entire home/apt,3.0,1.0,1 bath,1.0,2.0,900.0,1,365.0,1.0,1.0,1125.0,1125.0,1.0,1125.0,t,1.0,1.0,1.0,1.0,15.0,3.0,0.0,1,2.0,18.0,16200.0,5.0,5.0,4.93,5.0,5.0,5.0,5.0,f,1.0,1.0,0.0,0.0,2.27,Oslo,Entire Standard,Entire,Standard,1
26608,a few days or more,0%,0%,f,1.0,1.0,t,Vestre Aker,Entire Standard,Entire home/apt,6.0,2.0,2 baths,4.0,6.0,3000.0,3,14.0,3.0,3.0,14.0,14.0,3.0,14.0,t,23.0,53.0,83.0,173.0,1.0,0.0,0.0,87,0.0,0.0,0.0,4.0,5.0,3.0,5.0,5.0,5.0,5.0,f,1.0,1.0,0.0,0.0,8.15,Oslo,Entire Standard,Entire,Standard,1
26609,within a day,100%,86%,f,1.0,1.0,t,Grünerløkka,Entire Standard,Entire home/apt,2.0,1.0,1 bath,1.0,1.0,843.0,2,21.0,2.0,2.0,21.0,21.0,2.0,21.0,t,4.0,4.0,10.0,100.0,11.0,5.0,0.0,14,2.0,30.0,25290.0,4.64,4.91,4.73,4.82,4.91,4.82,4.73,f,1.0,1.0,0.0,0.0,3.16,Oslo,Entire Standard,Entire,Standard,1
26618,within a day,100%,92%,t,1.0,1.0,t,Gamle Oslo,Entire Standard,Entire home/apt,5.0,2.0,2 baths,3.0,3.0,2400.0,4,30.0,4.0,4.0,30.0,30.0,4.0,30.0,t,0.0,0.0,8.0,11.0,21.0,9.0,0.0,11,10.0,72.0,172800.0,5.0,5.0,5.0,4.95,5.0,4.9,4.9,f,1.0,1.0,0.0,0.0,2.05,Oslo,Entire Standard,Entire,Standard,1
26619,within an hour,100%,100%,t,1.0,1.0,t,Grünerløkka,Entire Standard,Entire home/apt,2.0,1.0,1 bath,1.0,2.0,1003.0,2,1125.0,1.0,20.0,1125.0,1125.0,3.7,1125.0,t,0.0,3.0,19.0,47.0,36.0,16.0,3.0,23,16.0,96.0,96288.0,4.92,4.97,4.94,4.94,5.0,4.86,4.86,f,1.0,1.0,0.0,0.0,1.04,Oslo,Entire Standard,Entire,Standard,1
26621,within an hour,100%,39%,t,1.0,1.0,t,Søndre Nordstrand,Entire Standard,Entire home/apt,4.0,1.0,1 bath,3.0,3.0,1122.0,2,4.0,2.0,2.0,4.0,4.0,2.0,4.0,t,29.0,59.0,89.0,89.0,15.0,9.0,0.0,89,7.0,54.0,60588.0,4.93,4.8,5.0,4.93,5.0,4.73,4.87,f,1.0,1.0,0.0,0.0,10.15,Oslo,Entire Standard,Entire,Standard,1
26626,within an hour,100%,37%,f,2.0,2.0,t,Frogner,Hotel,Private room,2.0,1.0,1 bath,1.0,1.0,2263.0,3,3.0,3.0,3.0,3.0,3.0,3.0,3.0,t,29.0,59.0,89.0,364.0,4.0,0.0,0.0,93,0.0,0.0,0.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,f,2.0,1.0,1.0,0.0,1.52,Oslo,Hotel,Hotel,Hotel,1
26632,a few days or more,0%,0%,f,1.0,1.0,f,Gamle Oslo,Entire Standard,Entire home/apt,8.0,2.0,2 baths,3.0,3.0,800.0,1,365.0,1.0,1.0,365.0,365.0,1.0,365.0,t,13.0,40.0,60.0,331.0,0.0,0.0,0.0,64,0.0,0.0,0.0,4.549956339825743,4.666739055611612,4.559042257617611,4.765301766598525,4.79800161332459,4.776197123413842,4.584525918207941,f,1.0,1.0,0.0,0.0,2.45,Oslo,Entire Standard,Entire,Standard,0
26633,within a few hours,100%,59%,t,1.0,1.0,t,Frogner,Entire Standard,Entire home/apt,6.0,2.0,2 baths,4.0,4.0,3030.0,3,44.0,3.0,3.0,44.0,44.0,3.0,44.0,t,6.0,6.0,8.0,40.0,30.0,9.0,0.0,12,10.0,54.0,163620.0,4.93,4.93,4.93,4.9,4.97,4.83,4.83,f,1.0,1.0,0.0,0.0,2.49,Oslo,Entire Standard,Entire,Standard,1
26636,within a day,67%,43%,f,1.0,1.0,t,Frogner,Entire Standard,Entire home/apt,2.0,1.0,1 bath,1.0,1.0,1373.0,3,365.0,3.0,3.0,365.0,365.0,3.0,365.0,t,29.0,59.0,89.0,124.0,10.0,3.0,0.0,93,1.0,18.0,24714.0,4.8,4.9,4.6,4.8,4.9,4.7,4.8,f,1.0,1.0,0.0,0.0,1.43,Oslo,Entire Standard,Entire,Standard,1
26639,within a few hours,100%,50%,f,2.0,2.0,t,Frogner,Entire Standard,Entire home/apt,2.0,1.0,1 bath,1.0,2.0,1460.0,2,28.0,2.0,2.0,28.0,28.0,2.0,28.0,t,0.0,0.0,0.0,51.0,3.0,2.0,0.0,0,1.0,12.0,17520.0,5.0,5.0,5.0,5.0,5.0,5.0,4.67,f,2.0,2.0,0.0,0.0,2.9,Oslo,Entire Standard,Entire,Standard,1
26642,within an hour,96%,100%,f,20.0,22.0,t,Østensjø,Hotel,Private room,1.0,2.5,2.5 shared baths,1.0,1.0,408.0,1,365.0,1.0,1.0,1125.0,1125.0,1.0,1125.0,t,27.0,57.0,87.0,87.0,59.0,23.0,0.0,87,20.0,138.0,56304.0,4.51,4.53,4.42,4.73,4.54,4.66,4.37,t,12.0,0.0,12.0,0.0,5.27,Oslo,Hotel,Hotel,Hotel,1
26643,within a day,100%,73%,t,1.0,1.0,t,Sentrum,Entire Standard,Entire home/apt,5.0,2.0,2 baths,3.0,3.0,3505.0,4,28.0,1.0,4.0,28.0,28.0,4.0,28.0,t,6.0,6.0,17.0,84.0,30.0,13.0,0.0,17,18.0,104.0,364520.0,5.0,5.0,5.0,5.0,5.0,5.0,4.93,f,1.0,1.0,0.0,0.0,1.42,Oslo,Entire Standard,Entire,Standard,1
26646,within a day,100%,67%,f,1.0,1.0,t,St. Hanshaugen,Entire Luxury,Entire home/apt,4.0,1.0,1 bath,2.0,2.0,1846.0,3,365.0,3.0,3.0,365.0,365.0,3.0,365.0,t,20.0,50.0,53.0,288.0,20.0,7.0,4.0,53,8.0,42.0,77532.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,f,1.0,1.0,0.0,0.0,0.89,Oslo,Entire Luxury,Entire,Luxury,1
26647,within a day,100%,67%,f,1.0,1.0,t,Østensjø,Entire Standard,Entire home/apt,2.0,1.0,1 bath,1.0,1.0,780.0,1,14.0,1.0,1.0,14.0,14.0,1.0,14.0,t,0.0,0.0,0.0,86.0,20.0,7.0,1.0,0,13.0,42.0,32760.0,4.8,4.9,4.5,4.85,4.95,4.7,4.75,f,1.0,1.0,0.0,0.0,3.71,Oslo,Entire Standard,Entire,Standard,1
26649,within a day,100%,33%,f,2.0,2.0,t,Grünerløkka,Entire Standard,Entire home/apt,2.0,1.0,1 bath,1.0,1.0,2000.0,3,8.0,3.0,3.0,8.0,8.0,3.0,8.0,t,0.0,2.0,31.0,31.0,19.0,0.0,0.0,31,4.0,0.0,0.0,5.0,5.0,5.0,4.89,5.0,4.95,4.95,f,1.0,1.0,0.0,0.0,0.96,Oslo,Entire Standard,Entire,Standard,1
26650,within a day,100%,63%,t,1.0,1.0,t,Grünerløkka,Entire Standard,Entire home/apt,6.0,2.0,2 baths,3.0,3.0,1900.0,2,365.0,2.0,2.0,365.0,365.0,2.0,365.0,t,4.0,10.0,18.0,94.0,36.0,19.0,0.0,22,10.0,114.0,216600.0,4.94,4.94,4.89,4.89,4.97,4.78,4.81,f,1.0,1.0,0.0,0.0,1.49,Oslo,Entire Standard,Entire,Standard,1
26655,within a few hours,100%,98%,f,3.0,3.0,t,Grünerløkka,Hotel,Private room,2.0,0.5,Shared half-bath,1.0,1.0,835.0,1,365.0,1.0,1.0,365.0,365.0,1.0,365.0,t,0.0,0.0,0.0,3.0,24.0,12.0,0.0,0,3.0,72.0,60120.0,4.92,4.92,4.88,4.88,4.75,4.83,4.79,f,3.0,0.0,3.0,0.0,0.87,Oslo,Hotel,Hotel,Hotel,1
26657,within a day,100%,0%,f,1.0,1.0,t,Nordre Aker,Entire Standard,Entire home/apt,2.0,1.0,1 bath,1.0,1.0,1372.0,1,365.0,1.0,1.0,365.0,365.0,1.0,365.0,t,29.0,59.0,89.0,364.0,0.0,0.0,0.0,93,0.0,0.0,0.0,4.771527251158824,4.786487584391032,4.707128879844955,4.85801869655249,4.885252226394576,4.771868710264253,4.688355335419296,f,1.0,1.0,0.0,0.0,4.12,Oslo,Entire Standard,Entire,Standard,0
26658,within an hour,100%,100%,f,1.0,4.0,t,Grünerløkka,Entire Standard,Entire home/apt,4.0,1.0,1 bath,2.0,2.0,1712.0,3,365.0,3.0,3.0,365.0,365.0,3.0,365.0,t,0.0,7.0,7.0,7.0,12.0,1.0,0.0,7,0.0,6.0,10272.0,4.42,4.5,4.0,4.67,4.58,4.75,4.33,f,1.0,1.0,0.0,0.0,0.88,Oslo,Entire Standard,Entire,Standard,1
26663,within an hour,100%,100%,f,1.0,2.0,t,Alna,Hotel,Private room,2.0,1.0,1 private bath,1.0,1.0,643.0,1,365.0,1.0,1.0,365.0,365.0,1.0,365.0,t,14.0,28.0,42.0,309.0,18.0,4.0,0.0,42,0.0,24.0,15432.0,4.56,4.5,4.39,4.72,4.56,4.56,4.5,f,1.0,0.0,1.0,0.0,5.64,Oslo,Hotel,Hotel,Hotel,1
